recommendation_id,recommend_date,session,rank,stock_name,stock_code,sector,score,recommend_price,latest_price,latest_update_kst,age_days,latest_return_pct,d1_return_pct,d3_return_pct,d5_return_pct,max_observed_return_pct,min_observed_return_pct,status
2026-06-05_AM_2_RISE AI&로봇,2026-06-05,AM,2,RISE AI&로봇,,AI/소프트웨어,89,"16,635","16,635",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_2_KODEX 삼성전자채권혼합,2026-06-05,AM,2,KODEX 삼성전자채권혼합,,AI/소프트웨어,82,"18,230","18,230",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_15_SK네트웍스,2026-06-05,AM,15,SK네트웍스,,도매,52,"13,010","11,050",2026-06-05 10:56:48,0,-15.07%,,,,0.00%,-15.07%,tracking
2026-06-05_AM_15_LG디스플레이,2026-06-05,AM,15,LG디스플레이,,반도체/전자부품,59,"14,850","14,850",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_14_원텍,2026-06-05,AM,14,원텍,,의료기기/정밀기기,71,"8,490","8,490",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_14_TIGER 미국S&P500,2026-06-05,AM,14,TIGER 미국S&P500,,AI/소프트웨어,54,"28,940","28,940",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_13_TIGER 배당커버드콜액티브,2026-06-05,AM,13,TIGER 배당커버드콜액티브,,AI/소프트웨어,57,"26,950","25,170",2026-06-05 10:56:48,0,-6.60%,,,,0.00%,-6.60%,tracking
2026-06-05_AM_13_KODEX 미국S&P500,2026-06-05,AM,13,KODEX 미국S&P500,,AI/소프트웨어,54,"26,377","26,377",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_12_TIGER 미국S&P500,2026-06-05,AM,12,TIGER 미국S&P500,,AI/소프트웨어,57,"28,600","28,940",2026-06-05 10:56:48,0,1.19%,,,,1.19%,0.00%,tracking
2026-06-05_AM_12_RISE 200위클리커버드콜,2026-06-05,AM,12,RISE 200위클리커버드콜,,AI/소프트웨어,55,"15,255","15,255",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_11_KODEX 200타겟위클리커버드콜,2026-06-05,AM,11,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,59,"27,310","25,375",2026-06-05 10:56:48,0,-7.09%,,,,0.00%,-7.09%,tracking
2026-06-05_AM_11_후성,2026-06-05,AM,11,후성,,화학,63,"11,510","11,510",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_10_KODEX 미국S&P500,2026-06-05,AM,10,KODEX 미국S&P500,,AI/소프트웨어,59,"26,065","26,377",2026-06-05 10:56:48,0,1.20%,,,,1.20%,0.00%,tracking
2026-06-05_AM_10_진양화학,2026-06-05,AM,10,진양화학,,고무/플라스틱,69,"2,380","2,380",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_1_컴퍼니케이,2026-06-05,AM,1,컴퍼니케이,,금융,99,"9,530","9,530",2026-06-05 03:23:08,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-05_AM_1_ACE 미국우주테크액티브,2026-06-05,AM,1,ACE 미국우주테크액티브,,금융,97,"25,500","25,500",2026-06-05 10:56:48,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-04_PM_9_LG헬로비전,2026-06-04,PM,9,LG헬로비전,,미디어/콘텐츠,78,"2,740","2,740",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_8_KODEX 2차전지산업,2026-06-04,PM,8,KODEX 2차전지산업,,AI/소프트웨어,67,"18,830","18,830",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_7_SOL 반도체전공정,2026-06-04,PM,7,SOL 반도체전공정,,반도체,75,"26,470","26,470",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_6_TIGER 2차전지TOP10,2026-06-04,PM,6,TIGER 2차전지TOP10,,AI/소프트웨어,68,"12,325","12,325",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_5_샘씨엔에스,2026-06-04,PM,5,샘씨엔에스,,반도체/전자부품,76,"13,850","13,850",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_4_TIGER LG그룹플러스,2026-06-04,PM,4,TIGER LG그룹플러스,,AI/소프트웨어,85,"15,800","14,605",2026-06-05 10:56:48,1,-7.56%,0.00%,,,0.00%,-7.56%,tracking_updated
2026-06-04_PM_3_RISE AI&로봇,2026-06-04,PM,3,RISE AI&로봇,,AI/소프트웨어,89,"16,635","16,635",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_2_TIGER 미국배당다우존스,2026-06-04,PM,2,TIGER 미국배당다우존스,,AI/소프트웨어,84,"15,650","15,650",2026-06-04 16:00:00,0,0.00%,,,,0.00%,0.00%,tracking
2026-06-04_PM_15_원텍,2026-06-04,PM,15,원텍,,의료기기/정밀기기,71,"8,490","8,490",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-04_PM_14_TIGER 배당커버드콜액티브,2026-06-04,PM,14,TIGER 배당커버드콜액티브,,AI/소프트웨어,57,"26,950","25,170",2026-06-05 10:56:48,1,-6.60%,0.00%,,,0.00%,-6.60%,tracking_updated
2026-06-04_PM_13_TIGER 미국S&P500,2026-06-04,PM,13,TIGER 미국S&P500,,AI/소프트웨어,57,"28,600","28,940",2026-06-05 10:56:48,1,1.19%,0.00%,,,1.19%,0.00%,tracking_updated
2026-06-04_PM_12_KODEX 200타겟위클리커버드콜,2026-06-04,PM,12,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,59,"27,310","25,375",2026-06-05 10:56:48,1,-7.09%,0.00%,,,0.00%,-7.09%,tracking_updated
2026-06-04_PM_11_KODEX 미국S&P500,2026-06-04,PM,11,KODEX 미국S&P500,,AI/소프트웨어,59,"26,065","26,377",2026-06-05 10:56:48,1,1.20%,0.00%,,,1.20%,0.00%,tracking_updated
2026-06-04_PM_10_LG디스플레이,2026-06-04,PM,10,LG디스플레이,,반도체/전자부품,69,"16,120","14,850",2026-06-05 10:56:48,1,-7.88%,0.00%,,,0.00%,-7.88%,tracking_updated
2026-06-04_PM_1_컴퍼니케이,2026-06-04,PM,1,컴퍼니케이,,금융,99,"9,530","9,530",2026-06-05 03:23:08,1,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
